Date,Open,High,Close,new_close,new_high,start_point,end_point
2019-07-06,10982.5439453125,11620.96484375,11208.55078125,12156.5126953125,13129.529296875,1000.0,1000.0
2019-07-13,11813.126953125,11841.95703125,11392.37890625,9693.802734375,9963.134765625,1000.0,1000.0
2019-07-20,10525.8193359375,11048.662109375,10767.1396484375,9811.92578125,9908.796875,1000.0,1000.0
2019-07-27,9871.1650390625,10167.3203125,9477.677734375,10085.6279296875,10085.6279296875,1000.0,1000.0
2019-08-03,10519.2783203125,10946.78125,10821.7265625,11941.96875,12036.990234375,1000.0,1000.0
2019-08-10,11861.556640625,11915.6552734375,11354.0244140625,10051.7041015625,10889.556640625,1000.0,1000.0
2019-08-17,10358.72265625,10452.625,10231.744140625,10138.0498046875,10798.7294921875,1000.0,1000.0
2019-08-24,10407.64453125,10418.0205078125,10159.9609375,9754.4228515625,10279.3662109375,1000.0,1000.0
2019-08-31,9597.5390625,9673.220703125,9630.6640625,10594.4931640625,10762.64453125,1000.0,1000.0
2019-09-07,10353.931640625,10558.673828125,10517.2548828125,10178.3720703125,10215.9482421875,1000.0,1000.0
2019-09-14,10345.4033203125,10422.1337890625,10358.048828125,10198.248046875,10275.9287109375,1000.0,1000.0
2019-09-21,10183.6484375,10188.09765625,10019.716796875,8486.9931640625,8744.828125,1000.0,1000.0
2019-09-28,8251.2734375,8285.6171875,8245.9150390625,8393.0419921875,8393.0419921875,1000.0,1000.0
2019-10-05,8210.1494140625,8215.5263671875,8151.50048828125,8595.740234375,8627.7060546875,1000.0,1000.0
2019-10-12,8315.6650390625,8415.2421875,8336.5556640625,8047.52685546875,8216.8125,1000.0,1000.0
2019-10-19,7973.8037109375,8082.62939453125,7988.560546875,7514.671875,8092.99951171875,1000.0,1000.0
2019-10-26,8667.5771484375,10021.744140625,9244.97265625,9205.7265625,9426.8740234375,1000.0,1000.0
2019-11-02,9259.783203125,9377.486328125,9324.7177734375,9360.8798828125,9423.2373046875,1000.0,1000.0
2019-11-09,8809.46875,8891.818359375,8813.58203125,8808.2626953125,8836.841796875,1000.0,1000.0
2019-11-16,8491.166015625,8591.9970703125,8550.7607421875,8027.26806640625,8237.240234375,1000.0,1000.0
2019-11-23,7296.16455078125,7442.2587890625,7397.796875,7531.66357421875,7619.693359375,1000.0,1000.0
2019-11-30,7764.05712890625,7836.10205078125,7569.6298828125,7252.03466796875,7539.78466796875,1000.0,1000.0
2019-12-07,7547.265625,7589.95166015625,7556.23779296875,7217.42724609375,7324.15625,1000.0,1000.0
2019-12-14,7268.90283203125,7308.83642578125,7124.673828125,7276.802734375,7324.98486328125,1000.0,1000.0
2019-12-21,7220.59375,7223.22607421875,7191.15869140625,7275.15576171875,7357.02001953125,1000.0,1000.0
2019-12-28,7289.03125,7399.041015625,7317.990234375,7200.17431640625,7254.33056640625,1000.0,1000.0
2020-01-04,7345.37548828125,7427.3857421875,7410.65673828125,8079.86279296875,8396.73828125,1000.0,1000.0
2020-01-11,8162.19091796875,8218.359375,8037.53759765625,8807.0107421875,8890.1171875,1000.0,1000.0
2020-01-18,8927.2119140625,9012.1982421875,8942.80859375,8680.8759765625,8792.994140625,1000.0,1000.0
2020-01-25,8440.119140625,8458.453125,8367.84765625,9316.6298828125,9406.431640625,1000.0,1000.0
2020-02-01,9346.357421875,9439.3232421875,9392.875,9613.423828125,9701.2998046875,1000.0,1000.0
2020-02-08,9793.0703125,9876.7490234375,9865.119140625,10326.0546875,10393.611328125,1000.0,1000.0
2020-02-15,10313.8564453125,10341.5556640625,9889.4248046875,9633.38671875,10191.67578125,1000.0,1000.0
2020-02-22,9687.70703125,9698.2314453125,9663.181640625,8820.5224609375,9354.7783203125,1000.0,1000.0
2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8755.24609375,8843.3662109375,1000.0,1000.0
2020-03-07,9121.6005859375,9163.220703125,8909.9541015625,7911.43017578125,7950.814453125,1000.0,1000.0
2020-03-14,5573.07763671875,5625.2265625,5200.3662109375,5238.4384765625,5331.833984375,1000.0,1000.0
2020-03-21,6206.521484375,6378.13525390625,6185.06640625,6681.06298828125,6892.51123046875,1000.0,1000.0
2020-03-28,6467.25390625,6467.5009765625,6242.19384765625,6606.7763671875,6612.57373046875,1000.0,1000.0
2020-04-04,6738.3828125,6878.95361328125,6867.52734375,7334.0986328125,7356.2236328125,1000.0,1000.0
2020-04-11,6867.4404296875,6926.06982421875,6859.0830078125,6642.10986328125,6928.66455078125,1000.0,1000.0
2020-04-18,7092.29150390625,7269.95654296875,7257.6650390625,7117.20751953125,7145.86572265625,1000.0,1000.0
2020-04-25,7550.48291015625,7641.36376953125,7569.93603515625,8801.0380859375,8871.75390625,1000.0,1000.0
2020-05-02,8869.0576171875,9007.1875,8988.5966796875,9268.76171875,9411.4677734375,1000.0,1000.0
2020-05-09,9840.90625,9913.86328125,9593.896484375,9269.9873046875,9317.87890625,1000.0,1000.0
2020-05-16,9333.240234375,9564.205078125,9377.013671875,9522.9814453125,9804.7939453125,1000.0,1000.0
2020-05-23,9185.0625,9302.501953125,9209.287109375,9181.017578125,9203.3203125,1000.0,1000.0
2020-05-30,9438.9140625,9704.0302734375,9700.4140625,9656.7177734375,9682.859375,1000.0,1000.0
2020-06-06,9664.904296875,9773.431640625,9653.6796875,9870.0947265625,9908.896484375,1000.0,1000.0
2020-06-13,9480.7353515625,9493.2119140625,9475.27734375,9480.2548828125,9540.4228515625,1000.0,1000.0
2020-06-20,9290.9599609375,9394.9716796875,9332.3408203125,9313.6103515625,9680.3671875,1000.0,1000.0
2020-06-27,9167.82421875,9207.810546875,9045.390625,9228.3251953125,9309.7548828125,1000.0,1000.0
2020-07-04,9084.2333984375,9183.2958984375,9132.48828125,9428.3330078125,9450.3359375,1000.0,1000.0
2020-07-11,9277.51171875,9293.5322265625,9240.3466796875,9192.8369140625,9275.3251953125,1000.0,1000.0
2020-07-18,9151.18359375,9230.9833984375,9159.0400390625,9525.36328125,9530.5185546875,1000.0,1000.0
2020-07-25,9539.4853515625,9704.556640625,9677.11328125,11100.4677734375,11304.3974609375,1000.0,1000.0
2020-08-01,11322.5703125,11794.775390625,11759.5927734375,11747.0224609375,11786.6171875,1000.0,1000.0
2020-08-08,11604.5537109375,11800.064453125,11754.0458984375,11584.9345703125,11748.396484375,1000.0,1000.0
2020-08-15,11768.697265625,11963.203125,11865.6982421875,11758.283203125,12028.923828125,1000.0,1000.0
2020-08-22,11585.4775390625,11689.4072265625,11681.8251953125,11488.36328125,11530.052734375,1000.0,1000.0
2020-08-29,11541.0546875,11585.640625,11506.865234375,11414.0341796875,11964.8232421875,1000.0,1000.0
2020-09-05,10512.5302734375,10581.5712890625,10169.5673828125,10242.34765625,10350.54296875,1000.0,1000.0
2020-09-12,10409.861328125,10578.837890625,10442.1708984375,10974.9052734375,11100.1240234375,1000.0,1000.0
2020-09-19,10933.7529296875,11134.0927734375,11094.3466796875,10246.1865234375,10537.828125,1000.0,1000.0
2020-09-26,10695.5751953125,10772.9990234375,10750.7236328125,10784.4912109375,10847.2568359375,1000.0,1000.0
2020-10-03,10575.1005859375,10598.9404296875,10549.3291015625,10668.96875,10680.5078125,1000.0,1000.0
2020-10-10,11059.142578125,11442.2109375,11296.361328125,11429.5068359375,11539.9775390625,1000.0,1000.0
2020-10-17,11322.123046875,11386.26171875,11358.1015625,12823.689453125,13184.56640625,1000.0,1000.0
2020-10-24,12931.57421875,13145.06640625,13108.0625,13271.28515625,13837.6953125,1000.0,1000.0
2020-10-31,13546.5322265625,14028.2138671875,13780.9951171875,14133.70703125,14218.7666015625,1000.0,1000.0
2020-11-07,15565.880859375,15737.095703125,14833.75390625,15701.33984375,15916.2607421875,1000.0,1000.0
2020-11-14,16317.80859375,16317.80859375,16068.138671875,17804.005859375,18393.94921875,1000.0,1000.0
2020-11-21,18621.31640625,18936.62109375,18642.232421875,18732.12109375,19390.96484375,1000.0,1000.0
2020-11-28,17112.93359375,17853.939453125,17717.4140625,19201.091796875,19308.330078125,1000.0,1000.0
2020-12-05,18698.384765625,19160.44921875,19154.23046875,18553.916015625,18626.29296875,1000.0,1000.0
2020-12-12,18051.3203125,18919.55078125,18803.65625,21310.59765625,21458.908203125,1000.0,1000.0
2020-12-19,23132.865234375,24085.85546875,23869.83203125,23241.345703125,24024.490234375,1000.0,1000.0
2020-12-26,24677.015625,26718.0703125,26437.037109375,28840.953125,28937.740234375,1000.0,1000.0
2021-01-02,29376.455078125,33155.1171875,32127.267578125,36824.36328125,36879.69921875,1000.0,1000.0
2021-01-09,40788.640625,41436.3515625,40254.546875,37316.359375,37599.9609375,1000.0,1000.0
2021-01-16,36821.6484375,37864.3671875,36178.140625,35547.75,36378.328125,1000.0,1000.0
2021-01-23,32985.7578125,33360.9765625,32067.642578125,30432.546875,32564.029296875,1000.0,1000.0
2021-01-30,34295.93359375,34834.70703125,34269.5234375,37472.08984375,37480.1875,1000.0,1000.0
2021-02-06,38138.38671875,40846.546875,39266.01171875,44918.18359375,47145.56640625,1000.0,1000.0
2021-02-13,47491.203125,48047.74609375,47105.515625,52149.0078125,52533.9140625,1000.0,1000.0
2021-02-20,55887.3359375,57505.2265625,56099.51953125,49705.33203125,51290.13671875,1000.0,1000.0
2021-02-27,46344.7734375,48253.26953125,46188.453125,50538.2421875,52535.13671875,1000.0,1000.0
2021-03-06,48899.23046875,49147.21875,48912.3828125,56008.55078125,57258.25390625,1000.0,1000.0
2021-03-13,57343.37109375,61683.86328125,61243.0859375,58870.89453125,58969.81640625,1000.0,1000.0
2021-03-20,58332.26171875,60031.28515625,58313.64453125,52774.265625,57262.3828125,1000.0,1000.0
2021-03-27,55137.56640625,56568.21484375,55973.51171875,58918.83203125,59930.02734375,1000.0,1000.0
2021-04-03,59397.41015625,60110.26953125,57603.890625,56048.9375,58731.14453125,1000.0,1000.0
2021-04-10,58253.77734375,61276.6640625,59793.234375,63109.6953125,64863.09765625,1000.0,1000.0
2021-04-17,61529.921875,62572.17578125,60683.8203125,53906.08984375,56757.97265625,1000.0,1000.0
2021-04-24,51143.2265625,51167.5625,50050.8671875,54824.703125,56227.20703125,1000.0,1000.0
2021-05-01,57714.6640625,58448.33984375,57828.05078125,57424.0078125,57911.36328125,1000.0,1000.0
2021-05-08,57352.765625,59464.61328125,58803.77734375,49150.53515625,57939.36328125,1000.0,1000.0
2021-05-15,49855.49609375,50639.6640625,46760.1875,37002.44140625,43546.1171875,1000.0,1000.0
2021-05-22,37371.03125,38831.0546875,37536.6328125,39294.19921875,40782.078125,1000.0,1000.0
2021-05-29,35684.15625,37234.5,34616.06640625,37575.1796875,38231.33984375,1000.0,1000.0
2021-06-05,36880.15625,37917.71484375,35551.95703125,37345.12109375,37537.37109375,1000.0,1000.0
2021-06-12,37340.14453125,37408.92578125,35552.515625,38347.0625,40516.77734375,1000.0,1000.0
2021-06-19,35854.52734375,36457.796875,35615.87109375,33723.02734375,34753.41015625,1000.0,1000.0
2021-06-26,31594.6640625,32637.587890625,32186.27734375,35040.8359375,36074.7578125,1000.0,1000.0
2021-07-03,33854.421875,34909.26171875,34668.546875,33855.328125,34997.6640625,1000.0,1000.0
2021-07-10,33811.2421875,34209.0703125,33520.51953125,32822.34765625,33061.3984375,1000.0,1000.0
2021-07-17,31397.30859375,31935.9453125,31533.068359375,32110.693359375,32752.326171875,1000.0,1000.0
2021-07-24,33593.73046875,34490.390625,34292.4453125,39995.90625,40816.0703125,1000.0,1000.0
2021-07-31,42196.3046875,42231.44921875,41626.1953125,39747.50390625,39952.296875,1000.0,1000.0
2021-08-07,42832.796875,44689.859375,44555.80078125,45593.63671875,46735.6328125,1000.0,1000.0
2021-08-14,47810.6875,48098.68359375,47096.9453125,44801.1875,45952.0625,1000.0,1000.0
2021-08-21,49327.07421875,49717.01953125,48905.4921875,48960.7890625,49202.87890625,1000.0,1000.0
2021-08-28,49072.5859375,49283.50390625,48902.40234375,48847.02734375,49111.08984375,1000.0,1000.0
2021-09-04,50009.32421875,50545.58203125,49944.625,46091.390625,47334.0546875,1000.0,1000.0
2021-09-11,44869.83984375,45969.29296875,45201.45703125,48176.34765625,48450.46875,1000.0,1000.0
2021-09-18,47273.52734375,48791.78125,48278.36328125,43574.5078125,43978.62109375,1000.0,1000.0
2021-09-25,42840.890625,42996.2578125,42716.59375,41564.36328125,42545.2578125,1000.0,1000.0
2021-10-02,48137.46875,48282.0625,47711.48828125,55361.44921875,55568.46484375,1000.0,1000.0
2021-10-09,53929.78125,55397.9453125,54968.22265625,57401.09765625,57688.66015625,1000.0,1000.0
2021-10-16,61609.52734375,62274.4765625,60892.1796875,65992.8359375,66930.390625,1000.0,1000.0
2021-10-23,60694.62890625,61743.87890625,61393.6171875,58482.38671875,61435.18359375,1000.0,1000.0
2021-10-30,62239.36328125,62330.14453125,61888.83203125,62970.046875,63516.9375,1000.0,1000.0
2021-11-06,61068.875,61590.68359375,61527.48046875,64995.23046875,68789.625,1000.0,1000.0
2021-11-13,64158.12109375,64915.67578125,64469.52734375,60368.01171875,60823.609375,1000.0,1000.0
2021-11-20,58115.08203125,59859.87890625,59697.1953125,56280.42578125,57803.06640625,1000.0,1000.0
2021-11-27,53736.4296875,55329.2578125,54815.078125,57229.828125,59041.68359375,1000.0,1000.0
2021-12-04,53727.87890625,53904.6796875,49200.703125,50504.796875,51171.375,1000.0,1000.0
2021-12-11,47264.6328125,49458.2109375,49362.5078125,48896.72265625,49473.95703125,1000.0,1000.0
2021-12-18,46219.25390625,47313.828125,46848.77734375,48628.51171875,49544.796875,1000.0,1000.0
2021-12-25,50854.91796875,51176.59765625,50429.859375,46444.7109375,48119.7421875,1000.0,1000.0
2022-01-01,46311.74609375,47827.3125,47686.8125,43569.00390625,46929.046875,1000.0,1000.0
2022-01-08,41561.46484375,42228.94140625,41733.94140625,43949.1015625,44135.3671875,1000.0,1000.0
2022-01-15,43101.8984375,43724.671875,43177.3984375,41744.328125,42478.3046875,1000.0,1000.0
2022-01-22,36471.58984375,36688.8125,35030.25,36852.12109375,38825.41015625,1000.0,1000.0
2022-01-29,37780.71484375,38576.26171875,38138.1796875,36952.984375,38834.6171875,1000.0,1000.0
2022-02-05,41501.48046875,41847.1640625,41441.1640625,44338.796875,44727.80078125,1000.0,1000.0
2022-02-12,42412.30078125,42992.55078125,42244.46875,43961.859375,44578.27734375,1000.0,1000.0
2022-02-19,40026.0234375,40418.87890625,40122.15625,37296.5703125,39122.39453125,1000.0,1000.0
2022-02-26,39213.08203125,40005.34765625,39105.1484375,43924.1171875,45077.578125,1000.0,1000.0
2022-03-05,39148.44921875,39566.3359375,39400.5859375,41982.92578125,42465.671875,1000.0,1000.0
2022-03-12,38794.46484375,39308.59765625,38904.01171875,41143.9296875,41465.453125,1000.0,1000.0
2022-03-19,41794.6484375,42316.5546875,42190.65234375,42892.95703125,42893.5078125,1000.0,1000.0
2022-03-26,44349.859375,44735.99609375,44500.828125,47062.6640625,47655.1484375,1000.0,1000.0
2022-04-02,46285.5,47028.28125,45868.94921875,43206.73828125,45544.35546875,1000.0,1000.0
2022-04-09,42282.078125,42786.81640625,42782.13671875,41166.73046875,41430.0546875,1000.0,1000.0
2022-04-16,40552.31640625,40633.6796875,40424.484375,41374.37890625,42126.30078125,1000.0,1000.0
2022-04-23,39738.72265625,39935.859375,39486.73046875,39241.12109375,39397.91796875,1000.0,1000.0
2022-04-30,38605.859375,38771.2109375,37714.875,39698.37109375,39902.94921875,1000.0,1000.0
2022-05-07,36042.50390625,36129.92578125,35501.953125,28936.35546875,32013.40234375,1000.0,1000.0
2022-05-14,29285.642578125,30192.802734375,30101.265625,28720.271484375,30618.716796875,1000.0,1000.0
2022-05-21,29199.859375,29588.869140625,29432.2265625,29562.361328125,30157.78515625,1000.0,1000.0
2022-05-28,28622.625,28814.900390625,28814.900390625,29799.080078125,31957.28515625,1000.0,1000.0
2022-06-04,29706.138671875,29930.564453125,29832.9140625,30214.35546875,31253.69140625,1000.0,1000.0
2022-06-11,29084.666015625,29401.916015625,28360.810546875,22572.83984375,22642.671875,1000.0,1000.0
2022-06-18,20473.42578125,20736.041015625,19017.642578125,19987.029296875,20835.75,1000.0,1000.0
2022-06-25,21233.609375,21520.9140625,21502.337890625,20104.0234375,20364.15625,1000.0,1000.0
2022-07-02,19274.8359375,19371.748046875,19242.255859375,20548.24609375,20595.529296875,1000.0,1000.0
2022-07-09,21716.828125,21877.138671875,21592.20703125,20212.07421875,20223.052734375,1000.0,1000.0
2022-07-16,20834.103515625,21514.404296875,21190.31640625,23231.732421875,24196.818359375,1000.0,1000.0
2022-07-23,22706.984375,22977.2109375,22465.478515625,22930.548828125,22986.529296875,1000.0,1000.0
2022-07-30,23796.818359375,24572.580078125,23656.20703125,22846.5078125,23578.650390625,1000.0,1000.0
2022-08-06,23291.423828125,23326.5625,22961.279296875,23947.642578125,24127.4140625,1000.0,1000.0
2022-08-13,24402.1875,24860.05078125,24424.068359375,23335.998046875,24407.05859375,1000.0,1000.0
2022-08-20,20872.841796875,21350.806640625,21166.060546875,21395.01953125,21783.076171875,1000.0,1000.0
2022-08-27,20262.48046875,20340.775390625,20041.73828125,20049.763671875,20420.990234375,1000.0,1000.0
2022-09-03,19969.71875,20037.009765625,19832.087890625,19290.32421875,19427.171875,1000.0,1000.0
2022-09-10,21376.912109375,21760.275390625,21680.5390625,20241.08984375,20467.201171875,1000.0,1000.0
2022-09-17,19777.033203125,20162.53125,20127.576171875,18547.400390625,19674.630859375,1000.0,1000.0
2022-09-24,19296.990234375,19310.197265625,18937.01171875,19426.720703125,19688.34375,1000.0,1000.0
2022-10-01,19431.10546875,19471.154296875,19312.095703125,20160.716796875,20343.748046875,1000.0,1000.0
2022-10-08,19546.328125,19601.6953125,19416.568359375,19157.4453125,19203.19921875,1000.0,1000.0
2022-10-15,19185.4375,19212.541015625,19067.634765625,19139.53515625,19348.416015625,1000.0,1000.0
2022-10-22,19172.380859375,19248.068359375,19208.189453125,20770.44140625,20938.134765625,1000.0,1000.0
2022-10-29,20595.103515625,20988.39453125,20818.4765625,20159.50390625,20742.810546875,1000.0,1000.0
2022-11-05,21144.83203125,21446.88671875,21282.69140625,15880.7802734375,18590.458984375,1000.0,1000.0
2022-11-12,17036.875,17066.67578125,16799.185546875,16669.439453125,16960.294921875,1000.0,1000.0
2022-11-19,16696.220703125,16797.876953125,16711.546875,16610.70703125,16638.193359375,1000.0,1000.0
2022-11-26,16521.576171875,16666.86328125,16464.28125,17168.56640625,17190.9375,1000.0,1000.0
2022-12-03,17090.09765625,17116.041015625,16908.236328125,16848.126953125,17109.376953125,1000.0,1000.0
2022-12-10,17134.220703125,17216.826171875,17128.724609375,17815.650390625,18318.53125,1000.0,1000.0
2022-12-17,16646.982421875,16800.58984375,16795.091796875,16817.53515625,16916.80078125,1000.0,1000.0
2022-12-24,16796.9765625,16864.703125,16847.755859375,16552.572265625,16768.169921875,1000.0,1000.0
2022-12-31,16603.673828125,16628.986328125,16547.49609375,16863.23828125,16964.5859375,1000.0,1000.0
2023-01-07,16952.1171875,16975.017578125,16955.078125,17934.896484375,17934.896484375,1000.0,1000.0
2023-01-14,19910.537109375,21075.142578125,20976.298828125,20688.78125,21564.501953125,1000.0,1000.0
2023-01-21,22677.427734375,23282.34765625,22777.625,23117.859375,23722.099609375,1000.0,1000.0
2023-01-28,23079.96484375,23165.896484375,23031.08984375,23723.76953125,23764.5390625,1000.0,1000.0
2023-02-04,23446.3203125,23556.94921875,23331.84765625,22939.3984375,23367.958984375,1000.0,1000.0
2023-02-11,21651.841796875,21891.41015625,21870.875,24307.841796875,24307.841796875,1000.0,1000.0
2023-02-18,24565.296875,24798.8359375,24641.27734375,24188.84375,24472.33984375,1000.0,1000.0
2023-02-25,23200.125,23210.2109375,23175.375,23646.55078125,23880.6328125,1000.0,1000.0
2023-03-04,22362.923828125,22405.177734375,22353.349609375,21718.080078125,22268.896484375,1000.0,1000.0
2023-03-11,20187.876953125,20792.525390625,20632.41015625,24375.9609375,25240.615234375,1000.0,1000.0
2023-03-18,27448.1171875,27725.953125,26965.87890625,27307.4375,28803.3359375,1000.0,1000.0
2023-03-25,27487.337890625,27791.826171875,27494.70703125,28348.44140625,28619.54296875,1000.0,1000.0
2023-04-01,28473.33203125,28802.45703125,28411.03515625,28177.984375,28739.23828125,1000.0,1000.0
2023-04-08,27920.513671875,28159.86328125,27947.794921875,30139.052734375,30462.48046875,1000.0,1000.0
2023-04-15,30490.75,30601.740234375,30318.49609375,28822.6796875,30411.0546875,1000.0,1000.0
2023-04-22,27265.89453125,27872.142578125,27817.5,28422.701171875,29995.837890625,1000.0,1000.0
2023-04-29,29336.56640625,29452.455078125,29248.48828125,29006.30859375,29259.533203125,1000.0,1000.0
2023-05-06,29538.859375,29820.126953125,28904.623046875,27621.755859375,28322.6875,1000.0,1000.0
2023-05-13,26807.76953125,27030.482421875,26784.078125,27398.802734375,27465.927734375,1000.0,1000.0
2023-05-20,26888.841796875,27155.158203125,27129.5859375,26334.818359375,27224.603515625,1000.0,1000.0
2023-05-27,26720.181640625,26888.8828125,26868.353515625,27219.658203125,27831.677734375,1000.0,1000.0
2023-06-03,27252.32421875,27317.052734375,27075.12890625,26345.998046875,27332.181640625,1000.0,1000.0
2023-06-10,26481.76171875,26531.044921875,25851.240234375,25124.67578125,26041.80078125,1000.0,1000.0
2023-06-17,26328.6796875,26769.39453125,26510.67578125,30027.296875,30737.330078125,1000.0,1000.0
2023-06-24,30708.73828125,30804.1484375,30548.6953125,30086.24609375,30703.279296875,1000.0,1000.0
2023-07-01,30471.84765625,30641.2890625,30590.078125,30514.166015625,30877.330078125,1000.0,1000.0
2023-07-08,30346.921875,30374.4375,30292.541015625,30391.646484375,30959.96484375,1000.0,1000.0
2023-07-15,30331.783203125,30407.78125,30295.806640625,29913.923828125,30184.181640625,1000.0,1000.0
2023-07-22,29908.697265625,29991.615234375,29771.802734375,29354.97265625,29675.552734375,1000.0,1000.0
2023-07-29,29319.4453125,29396.84375,29356.91796875,29151.958984375,29987.998046875,1000.0,1000.0
2023-08-05,29075.388671875,29102.46484375,29042.126953125,29561.494140625,30093.435546875,1000.0,1000.0
2023-08-12,29399.787109375,29465.11328125,29415.96484375,28701.779296875,29221.9765625,1000.0,1000.0
2023-08-19,26047.83203125,26249.44921875,26096.205078125,26431.640625,26786.8984375,1000.0,1000.0
2023-08-26,26047.234375,26107.384765625,26008.462890625,27297.265625,27760.16015625,1000.0,1000.0
2023-09-02,25800.91015625,25970.28515625,25868.798828125,25753.236328125,25953.015625,1000.0,1000.0
2023-09-09,25905.42578125,25921.9765625,25895.677734375,26228.32421875,26376.11328125,1000.0,1000.0
2023-09-16,26606.19921875,26754.76953125,26568.28125,27132.0078125,27379.505859375,1000.0,1000.0
2023-09-23,26578.556640625,26634.185546875,26579.390625,26352.716796875,26817.841796875,1000.0,1000.0
2023-09-30,26911.689453125,27091.794921875,26967.916015625,27799.39453125,27826.658203125,1000.0,1000.0
2023-10-07,27946.78125,28028.091796875,27968.83984375,26873.3203125,27474.115234375,1000.0,1000.0
2023-10-14,26866.203125,26969.0,26861.70703125,28328.341796875,28889.009765625,1000.0,1000.0
2023-10-21,29683.380859375,30287.482421875,29918.412109375,34502.8203125,35133.7578125,1000.0,1000.0
2023-10-28,33907.72265625,34399.390625,34089.57421875,35437.25390625,35527.9296875,1000.0,1000.0
2023-11-04,34736.32421875,35256.03125,35082.1953125,35655.27734375,35994.41796875,1000.0,1000.0
2023-11-11,37310.0703125,37407.09375,37138.05078125,37880.58203125,37964.89453125,1000.0,1000.0
2023-11-18,36625.37109375,36839.28125,36585.703125,37432.33984375,37856.98046875,1000.0,1000.0
2023-11-25,37721.4140625,37892.4296875,37796.79296875,37858.4921875,38366.11328125,1000.0,1000.0
2023-12-02,38689.27734375,39678.9375,39476.33203125,43746.4453125,44265.76953125,1000.0,1000.0
2023-12-09,44180.01953125,44361.2578125,43725.984375,42890.7421875,43429.78125,1000.0,1000.0
2023-12-16,41937.7421875,42664.9453125,42240.1171875,43652.25,44275.5859375,1000.0,1000.0
2023-12-23,44012.19921875,44015.69921875,43739.54296875,43442.85546875,43683.16015625,1000.0,1000.0
2023-12-30,42091.75390625,42584.125,42156.90234375,42848.17578125,45503.2421875,1000.0,1000.0
2024-01-06,44178.953125,44227.6328125,43989.1953125,46627.77734375,47647.22265625,1000.0,1000.0
2024-01-13,42799.4453125,43234.66015625,42842.3828125,42742.65234375,43189.890625,1000.0,1000.0
2024-01-20,41624.58984375,41877.89453125,41665.5859375,40077.07421875,40483.78515625,1000.0,1000.0
2024-01-27,41815.625,42195.6328125,42120.0546875,42582.60546875,43717.40625,1000.0,1000.0
2024-02-03,43184.96484375,43359.94140625,42992.25,44318.22265625,44341.94921875,1000.0,1000.0
2024-02-10,47153.52734375,48146.171875,47771.27734375,51826.6953125,52021.37109375,1000.0,1000.0
